CARRERA,PERIODO,NIVEL,PARALELO,ASIGNATURA,PRIMER_PARCIAL,SEGUNDO_PARCIAL,RECUPERACION,NOTA_FINAL,ASISTENCIA,ESTADO_FINAL
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-INFORMÁTICA,10,8.35,,9.18,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-HISTORIA DEL ARTE Y DISEÑO,8.51,10,,9.25,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-METODOLOGÍA DE LA INVESTIGACIÓN,8.7,8.2,,8.45,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-DIBUJO TÉCNICO,9.8,10,,9.9,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-BASES DE LA COMUNICACIÓN,9.4,7.5,,8.45,98.75,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,E,METODOLOGIA DE LA INVESTIGACION,5.6,8.86,,7.23,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,E,MATEMATICA FINANCIERA,8,8,,8,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,E,INVESTIGACION DE MERCADO,7.88,9.53,,8.71,90,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,E,COMPORTAMIENTO Y PSICOLOGIA DEL CONSUMIDOR,7.3,8.8,,8.05,96.25,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,E,TICS II,7.7,6.79,,7.25,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,E,METODOS ESTADISTICOS PARA LA TOMA DE DECISIONES,8.5,7.55,,8.03,75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,A,ALGEBRA Y TRIGONOMETRIA,5.96,9.2,,7.58,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,A,LENGUAJE Y COMUNICACIÓN,9.2,6,,7.6,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,A,INGLES A2 (INTERMEDIO),6,8.36,,7.18,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,A,BASE DE DATOS,6.2,8.6,,7.4,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,A,PROGRAMACION ORIENTADA A OBJETO,6.05,10,,8.03,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,A,METODOLOGIAS DEL DESARROLLO DE SOFTWARE,7.6,9.43,,8.52,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,B,BASE DE DATOS AVANZADA,6.7,9.24,,7.97,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,B,CALCULO DIFERENCIAL E INTEGRAL,8,9.2,,8.6,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,B,DISEÑO MULTIMEDIA,8.6,9.2,,8.9,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,B,FUNDAMENTOS DE ADMINISTRACION,9.6,9.9,,9.75,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,B,INGLES B1.1 (TECHNICAL),6.39,8.6,,7.49,92.19,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,B,PROGRAMACION VISUAL,7.15,9,,8.07,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,F,BASE DE DATOS,5.7,7.4,8,7.42,87.5,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,F,ALGEBRA Y TRIGONOMETRIA,3.53,7.12,10,8.13,78.13,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,F,PROGRAMACION ORIENTADA A OBJETO,6.3,8.8,,7.55,88.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,F,METODOLOGIAS DEL DESARROLLO DE SOFTWARE,4,7,8,7,89.06,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,F,LENGUAJE Y COMUNICACIÓN,8,9.6,,8.8,97.97,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,F,INGLES A2 (INTERMEDIO),5.8,8.24,,7.02,92.19,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,E,INGLES B1.1 (TECHNICAL),7.88,8.74,,8.31,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,E,FUNDAMENTOS DE ADMINISTRACION,9.8,10,,9.9,87.5,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,E,DISEÑO MULTIMEDIA,7,10,,8.5,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,E,CALCULO DIFERENCIAL E INTEGRAL,7.02,7.92,,7.47,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,E,BASE DE DATOS AVANZADA,8.7,8.68,,8.69,87.5,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,E,PROGRAMACION VISUAL,7.75,7.45,,7.6,91.25,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,E,SOFTWARE DE TRATAMIENTO DE IMAGEN,9,5.7,,7.35,87.5,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,E,SEMIOTICA,8,7.42,,7.71,88.75,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,E,ENVASE EMPAQUE Y EMBALAJE,9.55,6.53,,8.04,87.5,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,E,EDICION DE AUDIO Y VIDEO PREMIER,7.4,6.8,,7.1,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,E,TECNICAS DE IMPRESION,7,7,,7,81.25,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,C,EMPRENDIMIENTO,4.99,9.17,,7.08,92.19,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,C,DISEÑO Y PROGRAMACION WEB,9.75,7.78,,8.77,93.75,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,C,MULTIMEDIA,8.8,8.5,,8.65,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,C,IMAGEN COORPORTAVIA,5.2,8.85,,7.03,93.75,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,D,NT-FUNDAMENTOS DE MARKETING,9.2,7.78,,8.49,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,D,NT-EXPRESION ORAL Y ESCRITA,7.2,9.1,,8.15,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,D,NT-ENTORNO EMPRESARIAL,10,8,,9,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,D,NT-CONTABILIDAD GENERAL,8.2,8.8,,8.5,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,D,NT-MATEMATICAS,5.93,9.3,,7.62,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,QUINTO,C,COMPORTAMIENTO PROFESIONAL Y AMBIENTAL,8.4,8.9,,8.65,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,QUINTO,C,TECNICAS DE NEGOCIOS Y COMERCIO INTERNACIONAL,9.9,10,,9.95,99.22,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,QUINTO,C,NEUROMARKETING,8.8,8.7,,8.75,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,QUINTO,C,MARKETING ESTRATEGICO,8.6,9.2,,8.9,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,QUINTO,C,COMERCIO DIGITAL Y COMUNITY MANAGMENT,7.25,9.77,,8.51,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,C,CALCULO DIFERENCIAL E INTEGRAL,5.68,8.4,,7.04,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,C,PROGRAMACION VISUAL,7.5,6.5,,7,98.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,C,INGLES B1.1 (TECHNICAL),7.65,8.8,,8.23,89.06,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,C,DISEÑO MULTIMEDIA,7.1,9.6,,8.35,98.44,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,C,FUNDAMENTOS DE ADMINISTRACION,9.1,9.9,,9.5,95.83,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,C,BASE DE DATOS AVANZADA,7.2,9.2,,8.2,98.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,E,CALIDAD DE SOFTWARE,8.5,7.77,,8.14,93.44,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,E,TENDENCIAS ACTUALES DE PROGRAMACION,6.64,8.9,,7.77,94.53,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,E,FUNDAMENTOS DE REDES Y CONECTIVIDAD,8.56,8.69,,8.63,85.42,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,E,ETICA PROFESIONAL,7,9.7,,8.35,87.5,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,E,EMPRENDIMIENTO,9.5,9.6,,9.55,96.88,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,A,PSICOLOGIA DEL COLOR,8.6,9.05,,8.82,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,A,SOFTWARE DE ILUSTRACION,8.75,9.72,,9.24,93.75,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,A,DIBUJO ARTISTICO,8.63,6.26,,7.45,90,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,A,ETICA LABORAL Y PROFESIONAL,9.15,9.4,,9.28,93.75,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,A,FOTOGRAFIA,9.5,9.48,,9.49,93.75,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,A,RELACIONES PUBLICAS,7.2,6.8,,7,95.83,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,D,NT-DIBUJO TÉCNICO,8.53,8.4,,8.47,90,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,D,NT-BASES DE LA COMUNICACIÓN,9.9,8.1,,9,96.25,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,D,NT-METODOLOGÍA DE LA INVESTIGACIÓN,9.7,8.35,,9.02,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,D,NT-TALLER DE INNOVACIÓN Y CREATIVIDAD,9.31,10,,9.66,96.25,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,D,NT-INFORMÁTICA,8.95,10,,9.48,95,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,D,NT-HISTORIA DEL ARTE Y DISEÑO,4.65,8.2,8,7.37,94.74,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,D,NT-FUNDAMENTOS DEL DISEÑO,7.83,7.6,,7.72,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,E,CALIDAD DE SOFTWARE,6.36,7.12,8.66,7.89,91.25,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,E,TENDENCIAS ACTUALES DE PROGRAMACION,5.94,9.25,,7.6,88.28,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,E,FUNDAMENTOS DE REDES Y CONECTIVIDAD,5.85,6.34,8,7.24,78.13,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,E,ETICA PROFESIONAL,7.6,9.1,,8.35,90.63,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,E,EMPRENDIMIENTO,7.9,9.2,,8.55,98.44,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,B,NT-MATEMÁTICAS FINANCIERAS,7.2,9.79,,8.49,100,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,B,NT-BASE DE DATOS I,8.6,9,,8.8,95.83,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,B,NT-COMUNICACIÓN EN ERA DIGITAL,9.1,8.2,,8.65,100,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,B,NT-FUNDAMENTOS DE PROGRAMACIÓN,6.28,8,,7.14,95.83,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,B,NT-INGLÉS TÉCNICO 1,8.78,8.95,,8.86,96.88,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,C,NT-ENTORNO EMPRESARIAL,7.9,10,,8.95,91.67,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,B,FUNDAMENTOS DE REDES Y CONECTIVIDAD,6.68,9,,7.84,92.71,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,B,ETICA PROFESIONAL,9,9.8,,9.4,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,B,EMPRENDIMIENTO,8.83,8.3,,8.57,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,B,CALIDAD DE SOFTWARE,10,8.2,,9.1,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,B,TENDENCIAS ACTUALES DE PROGRAMACION,6.72,9.16,,7.94,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,C,PRESUPUESTO,8.8,8.1,,8.45,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,C,GERENCIA DE SERVICIOS Y VENTAS,7.6,9.25,,8.43,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,C,EVALUACION Y FORMULACION DE PROYECTOS DE INVERSION,8.48,8.04,,8.26,91.25,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,C,DISEÑO PUBLICITARIO,10,8.5,,9.25,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,C,DERECHO MERCANTIL,8.8,9.6,,9.2,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,C,PROYECTO DE MARKETING II,9.17,9.15,,9.16,92.5,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,ALGEBRA Y TRIGONOMETRIA,2,0,,0.4,32.81,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,LENGUAJE Y COMUNICACIÓN,0,0,,0,52.08,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,PROGRAMACION ORIENTADA A OBJETO,1.5,0,,0.3,72.5,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,METODOLOGIAS DEL DESARROLLO DE SOFTWARE,0,0,,0,68.75,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,INGLES A2 (INTERMEDIO),5.1,2.1,0,1.44,40.63,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,BASE DE DATOS,0,0,,0,10,REPROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,B,METODOLOGIA DE LA INVESTIGACION,9.8,9.29,,9.55,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,B,COMPORTAMIENTO Y PSICOLOGIA DEL CONSUMIDOR,9.2,10,,9.6,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,B,INVESTIGACION DE MERCADO,7.85,9.56,,8.71,97.5,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,B,MATEMATICA FINANCIERA,8.81,9.5,,9.16,97.97,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,B,METODOS ESTADISTICOS PARA LA TOMA DE DECISIONES,10,9.4,,9.7,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,B,TICS II,8.8,10,,9.4,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,E,PROYECTO DE MARKETING II,9.25,9.32,,9.29,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,E,PRESUPUESTO,9.6,9.6,,9.6,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,E,GERENCIA DE SERVICIOS Y VENTAS,8.03,9.51,,8.77,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,E,EVALUACION Y FORMULACION DE PROYECTOS DE INVERSION,9.93,10,,9.97,98.75,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,E,DISEÑO PUBLICITARIO,10,9.1,,9.55,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,E,DERECHO MERCANTIL,9.2,9.2,,9.2,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,F,INVESTIGACION DE MERCADO,7.96,8.82,,8.39,97.5,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,F,COMPORTAMIENTO Y PSICOLOGIA DEL CONSUMIDOR,8.78,9.3,,9.04,98.75,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,F,TICS II,7.93,9.2,,8.57,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,F,METODOS ESTADISTICOS PARA LA TOMA DE DECISIONES,8.8,8.3,,8.55,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,F,METODOLOGIA DE LA INVESTIGACION,9.46,9,,9.23,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,F,MATEMATICA FINANCIERA,8.5,10,,9.25,100,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,D,NT-FUNDAMENTOS DE PROGRAMACIÓN,0,0,,0,51.04,REPROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,D,NT-BASE DE DATOS I,0,1,,0.2,52.08,REPROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,D,NT-COMUNICACIÓN EN ERA DIGITAL,0,0,,0,56.25,REPROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,D,NT-MATEMÁTICAS FINANCIERAS,0,0,,0,34.38,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,A,NT-BASES DE LA COMUNICACIÓN,8.7,8.2,,8.45,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,A,NT-TALLER DE INNOVACIÓN Y CREATIVIDAD,8.74,9.5,,9.12,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,A,NT-METODOLOGÍA DE LA INVESTIGACIÓN,8.65,8.54,,8.59,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,A,NT-INFORMÁTICA,9.05,9.85,,9.45,95,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,A,NT-HISTORIA DEL ARTE Y DISEÑO,6.3,9,,7.65,99.26,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,A,NT-FUNDAMENTOS DEL DISEÑO,7.44,7,,7.22,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,A,NT-DIBUJO TÉCNICO,9.2,6.8,,8,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,E,BASE DE DATOS AVANZADA,3.18,6.77,9,7.39,87.5,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,E,DISEÑO MULTIMEDIA,4.4,4.6,9,7.2,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,E,CALCULO DIFERENCIAL E INTEGRAL,6,5,8,7,85.94,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,E,PROGRAMACION VISUAL,1.75,5.6,0,1.47,71.25,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,E,INGLES B1.1 (TECHNICAL),2.12,4.65,9.8,7.23,87.5,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,E,FUNDAMENTOS DE ADMINISTRACION,6.8,8,,7.4,87.5,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,E,METODOLOGIAS DEL DESARROLLO DE SOFTWARE,4.85,9.43,,7.14,90.63,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,E,PROGRAMACION ORIENTADA A OBJETO,8.43,10,,9.22,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,E,LENGUAJE Y COMUNICACIÓN,8,9.6,,8.8,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,E,ALGEBRA Y TRIGONOMETRIA,8.4,9.68,,9.04,76.56,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,E,INGLES A2 (INTERMEDIO),6.7,8.4,,7.55,84.38,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,E,BASE DE DATOS,6.95,9.8,,8.38,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,DERECHO MERCANTIL,8,9.3,,8.65,87.5,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,GERENCIA DE SERVICIOS Y VENTAS,9.9,7.7,,8.8,75,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,PRESUPUESTO,7.4,9.55,,8.48,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,DISEÑO PUBLICITARIO,9.6,10,,9.8,87.5,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,EVALUACION Y FORMULACION DE PROYECTOS DE INVERSION,10,10,,10,80,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,PROYECTO DE MARKETING II,7.97,9.9,,8.94,90,APROBADO
